Temperatura mínima 18.1
Temperatura mínima 18.6
Temperatura mínima 19.6
Temperatura mínima 18.4
Temperatura mínima 18.2
Temperatura mínima 20.5
Temperatura mínima 18.5
Temperatura mínima 19.2
Temperatura mínima 19.6
Temperatura mínima 20.0
Temperatura mínima 20.0
Temperatura mínima 18.9
Temperatura mínima 18.0
Temperatura mínima 19.5
Temperatura mínima 21.5
Temperatura mínima 21.6
Temperatura mínima 21.2
Temperatura mínima 19.2
Temperatura mínima 20.2
Temperatura mínima 18.4
Temperatura mínima 19.8
Temperatura mínima 23.2
Temperatura mínima 22.3
Temperatura mínima 21.6
Temperatura mínima 19.6
Temperatura mínima 19.2
Temperatura mínima 18.2
Temperatura mínima 18.0
Temperatura mínima 19.5
Temperatura mínima 18.5
Temperatura mínima 18.4
Temperatura mínima 18.8
Temperatura mínima 18.0
Temperatura mínima 18.7
Temperatura mínima 20.0
Temperatura mínima 22.8
Temperatura mínima 22.4
Temperatura mínima 22.8
Temperatura mínima 20.8
Temperatura mínima 19.3
Temperatura mínima 20.7
Temperatura mínima 21.1
Temperatura mínima 22.2
Temperatura mínima 21.6
Temperatura mínima 20.0
Temperatura mínima 20.0
Temperatura mínima 19.8
Temperatura mínima 18.8
Temperatura mínima 21.5
Temperatura mínima 20.2
Temperatura mínima 19.3
Temperatura mínima 20.7
Temperatura mínima 19.4
Temperatura mínima 19.0
Temperatura mínima 18.8
Temperatura mínima 20.3
Temperatura mínima 23.2
Temperatura mínima 22.2
Temperatura mínima 21.5
Temperatura mínima 18.7
Temperatura mínima 18.6
Temperatura mínima 19.6
Temperatura mínima 18.6
Temperatura mínima 20.0
Temperatura mínima 22.5
Temperatura mínima 22.5
Temperatura mínima 21.8
Temperatura mínima 18.3
Temperatura mínima 18.8
Temperatura mínima 18.8
Temperatura mínima 18.4
Temperatura mínima 18.8
Temperatura mínima 19.5
Temperatura mínima 19.8
Temperatura mínima 20.2
Temperatura mínima 18.4
Temperatura mínima 18.5
Temperatura mínima 18.4
Temperatura mínima 21.3
Temperatura mínima 21.3
Temperatura mínima 18.0
Temperatura mínima 19.9
Temperatura mínima 18.4
Temperatura mínima 18.0
Temperatura mínima 21.2
Temperatura mínima 19.0
Temperatura mínima 20.5
Temperatura mínima 21.6
Temperatura mínima 20.6
Temperatura mínima 18.2
Temperatura mínima 18.6
Temperatura mínima 19.5
Temperatura mínima 21.6
Temperatura mínima 19.9
Temperatura mínima 18.3
Temperatura mínima 19.1
Temperatura mínima 20.1
Temperatura mínima 18.3
Temperatura mínima 18.8
Temperatura mínima 18.7
Temperatura mínima 18.0
Temperatura mínima 18.6
Temperatura mínima 19.2
Temperatura mínima 19.1
Temperatura mínima 19.2
Temperatura mínima 18.3
Temperatura mínima 18.3
Temperatura mínima 18.2
Temperatura mínima 19.4
Temperatura mínima 19.4
Temperatura mínima 20.0
Temperatura mínima 20.3
Temperatura mínima 20.2
Temperatura mínima 20.0
Temperatura mínima 20.1
Temperatura mínima 19.8
Temperatura mínima 19.2
Temperatura mínima 18.0
Temperatura mínima 21.0
Temperatura mínima 21.5
Temperatura mínima 22.0
Temperatura mínima 22.0
Temperatura mínima 22.0
Temperatura mínima 20.2
Temperatura mínima 19.2
Temperatura mínima 18.3
Temperatura mínima 18.8
Temperatura mínima 18.5
Temperatura mínima 20.0
Temperatura mínima 19.0
Temperatura mínima 18.8
Temperatura mínima 18.5
Temperatura mínima 18.4
Temperatura mínima 20.0
Temperatura mínima 21.5
Temperatura mínima 19.6
Temperatura mínima 22.2
Temperatura mínima 21.6
Temperatura mínima 23.0
Temperatura mínima 22.5
Temperatura mínima 22.2
Temperatura mínima 20.5
Temperatura mínima 22.2
Temperatura mínima 21.2
Temperatura mínima 22.2
Temperatura mínima 22.5
Temperatura mínima 22.6
Temperatura mínima 22.7
Temperatura mínima 22.0
Temperatura mínima 23.5
Temperatura mínima 22.8
Temperatura mínima 18.5
